,video,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,MOS,content,resolution,bitrate,bitrate_mu,AQ,is_AQ_test,level,reference,sureal,MOS_y,sureal_y,aDMOS,sureal_DMOS
112,EXPA-505_res2160_mu1000_sigma100_rate1114_aqOn.yuv,44,31,29,62,,36,31,32,61,54,67,63.0,60,54,34,27,46,80,36,31,51,26,38,51,36,34,51,46,44,56,29,31,38,65,58,38,58,39,42,49,31.0,41,25,44.166666666666664,EXPA-505,2160p,1114,1000,On,False,2160p_1000,EXPA-505_res2160_mu100000_sigma0_rate100000_aqOn.yuv,43.95779277046296,68.46511627906976,68.57735911794335,24.298449612403097,24.619566347480387
113,EXPA-505_res600_mu800_sigma50_rate809_aqOn.yuv,69,61,33,66,,69,25,33,54,66,98,69.0,73,62,32,66,46,72,74,66,36,43,52,83,57,20,49,44,50,69,49,69,42,74,54,54,73,45,66,73,50.0,55,82,57.69047619047619,EXPA-505,600p,809,800,On,False,600p_800,EXPA-505_res2160_mu100000_sigma0_rate100000_aqOn.yuv,56.957831042237856,68.46511627906976,68.57735911794335,10.774640088593571,11.619528075705489
114,EXPA-505_res2160_mu3000_sigma300_rate3200_aqOn.yuv,74,84,66,56,,86,67,28,72,73,89,73.0,75,61,56,81,73,94,47,71,72,49,53,49,67,93,77,70,75,41,66,39,74,70,78,61,79,77,92,83,70.0,62,79,69.0952380952381,EXPA-505,2160p,3200,3000,On,False,2160p_3000,EXPA-505_res2160_mu100000_sigma0_rate100000_aqOn.yuv,69.50606268841007,68.46511627906976,68.57735911794335,-0.6301218161683408,-0.9287035704667232
115,EXPA-505_res1080_mu500_sigma100_rate448_aqOn.yuv,53,13,12,18,,20,33,52,13,61,7,24.0,24,25,5,39,18,15,23,26,1,14,25,9,39,26,29,38,35,30,17,6,12,13,25,27,36,3,6,20,23.0,1,18,22.238095238095237,EXPA-505,1080p,448,500,On,False,1080p_500,EXPA-505_res2160_mu100000_sigma0_rate100000_aqOn.yuv,23.059760076296268,68.46511627906976,68.57735911794335,46.22702104097452,45.517599041647074
116,EXPA-505_res2160_mu11200_sigma300_rate10936_aqOn.yuv,79,61,61,51,,75,57,64,71,84,75,70.0,61,61,51,73,80,97,77,73,100,74,79,81,49,49,79,71,72,74,63,58,79,66,78,41,83,60,63,78,65.0,100,79,70.52380952380952,EXPA-505,2160p,10936,11200,On,False,2160p_11200,EXPA-505_res2160_mu100000_sigma0_rate100000_aqOn.yuv,69.02117137594355,68.46511627906976,68.57735911794335,-2.0586932447397572,-0.4438122580002073
117,EXPA-505_res1080_mu5400_sigma300_rate5136_aqOn.yuv,82,61,55,72,31.0,35,50,54,66,61,95,77.0,59,55,50,58,57,83,24,65,98,53,46,74,59,82,53,81,47,61,64,44,46,75,48,44,73,72,86,80,60.0,43,75,61.72093023255814,EXPA-505,1080p,5136,5400,On,False,1080p_5400,EXPA-505_res2160_mu100000_sigma0_rate100000_aqOn.yuv,61.9055022630093,68.46511627906976,68.57735911794335,6.744186046511622,6.671856854934042
118,EXPA-505_res2160_mu100000_sigma0_rate100000_aqOn.yuv,76,48,58,68,68.0,92,42,88,75,73,84,71.0,75,72,48,74,66,58,49,60,61,70,53,79,68,75,80,61,59,58,67,66,76,77,74,63,80,50,82,84,68.0,66,82,68.46511627906976,EXPA-505,2160p,100000,100000,On,False,2160p_100000,EXPA-505_res2160_mu100000_sigma0_rate100000_aqOn.yuv,68.57735911794335,68.46511627906976,68.57735911794335,0.0,0.0
119,EXPA-505_res720_mu1500_sigma100_rate1485_aqOn.yuv,71,21,63,53,,73,59,42,61,83,68,75.0,68,54,47,49,63,87,74,56,49,48,66,76,64,36,73,50,52,57,44,70,50,78,57,55,68,51,80,77,48.0,53,81,60.714285714285715,EXPA-505,720p,1485,1500,On,False,720p_1500,EXPA-505_res2160_mu100000_sigma0_rate100000_aqOn.yuv,59.63616773376766,68.46511627906976,68.57735911794335,7.750830564784046,8.941191384175688
120,AERO-00h13m10s_res720_mu1500_sigma100_rate1573_aqOn.yuv,64,73,41,47,26.0,62,30,56,62,41,73,62.0,56,50,43,51,20,38,70,67,48,37,32,50,40,32,50,42,43,57,60,54,59,49,49,51,44,59,67,76,47.0,70,81,51.83720930232558,AERO-00h13m10s,720p,1573,1500,On,True,720p_1500,AERO-00h13m10s_res2160_mu100000_sigma0_rate100000_aqOn.yuv,51.21168612521936,72.6046511627907,72.70064080170002,20.76744186046512,21.48895467648066
121,AERO-00h13m10s_res1080_mu500_sigma100_rate538_aqOn.yuv,16,37,18,24,,34,37,10,38,14,54,35.0,35,50,25,25,14,10,12,26,40,49,27,35,22,41,44,27,44,24,11,16,38,39,22,40,28,5,5,19,33.0,18,11,27.428571428571427,AERO-00h13m10s,1080p,538,500,On,True,1080p_500,AERO-00h13m10s_res2160_mu100000_sigma0_rate100000_aqOn.yuv,28.649950988746436,72.6046511627907,72.70064080170002,45.17607973421927,44.05068981295358
122,AERO-00h13m10s_res1080_mu1200_sigma100_rate1185_aqOn.yuv,62,35,26,47,,33,25,39,62,42,57,39.0,58,30,6,36,39,61,24,50,44,38,26,59,39,59,50,56,42,40,41,37,51,50,51,55,23,27,39,67,25.0,36,27,41.73809523809524,AERO-00h13m10s,1080p,1185,1200,On,True,1080p_1200,AERO-00h13m10s_res2160_mu100000_sigma0_rate100000_aqOn.yuv,42.71359141981223,72.6046511627907,72.70064080170002,30.86655592469546,29.987049381887786
123,AERO-00h13m10s_res2160_mu3000_sigma300_rate2852_aqOn.yuv,67,48,44,47,49.0,47,24,56,64,68,64,60.0,57,48,25,49,20,41,25,40,48,33,29,37,44,57,85,37,44,71,37,45,62,74,63,62,44,56,50,69,41.0,74,67,50.51162790697674,AERO-00h13m10s,2160p,2852,3000,On,True,2160p_3000,AERO-00h13m10s_res2160_mu100000_sigma0_rate100000_aqOn.yuv,50.06921632273384,72.6046511627907,72.70064080170002,22.09302325581396,22.63142447896618
124,AERO-00h13m10s_res600_mu800_sigma50_rate766_aqOff.yuv,58,49,15,40,16.0,33,20,72,48,30,62,32.0,61,51,29,54,27,37,6,60,44,25,41,32,35,27,37,30,42,27,39,35,37,49,37,67,34,36,27,55,35.0,35,49,38.95348837209303,AERO-00h13m10s,600p,766,800,Off,True,600p_800,AERO-00h13m10s_res2160_mu100000_sigma0_rate100000_aqOn.yuv,39.1813014134374,72.6046511627907,72.70064080170002,33.651162790697676,33.519339388262615
125,AERO-00h13m10s_res2160_mu100000_sigma0_rate100000_aqOn.yuv,74,74,56,67,70.0,66,67,87,82,65,92,73.0,79,66,82,68,51,88,65,45,61,78,80,50,58,51,88,75,79,73,74,68,94,73,80,48,67,81,82,97,84.0,75,89,72.6046511627907,AERO-00h13m10s,2160p,100000,100000,On,True,2160p_100000,AERO-00h13m10s_res2160_mu100000_sigma0_rate100000_aqOn.yuv,72.70064080170002,72.6046511627907,72.70064080170002,0.0,0.0
126,AERO-00h13m10s_res1080_mu1200_sigma100_rate1185_aqOff.yuv,59,37,18,47,17.0,27,36,26,54,44,56,49.0,33,50,39,36,38,27,47,43,39,50,38,38,23,41,44,29,46,36,39,44,40,60,41,37,49,42,29,57,41.0,46,64,40.83720930232558,AERO-00h13m10s,1080p,1185,1200,Off,True,1080p_1200,AERO-00h13m10s_res2160_mu100000_sigma0_rate100000_aqOn.yuv,40.88767307249452,72.6046511627907,72.70064080170002,31.76744186046512,31.812967729205496
127,AERO-00h13m10s_res600_mu800_sigma50_rate766_aqOn.yuv,42,38,40,19,,34,32,8,56,39,82,36.0,46,39,5,26,15,28,19,17,38,27,50,34,35,53,42,29,38,34,38,39,39,42,37,55,63,19,40,45,19.0,30,57,36.285714285714285,AERO-00h13m10s,600p,766,800,On,True,600p_800,AERO-00h13m10s_res2160_mu100000_sigma0_rate100000_aqOn.yuv,36.33250669683003,72.6046511627907,72.70064080170002,36.31893687707642,36.36813410486999
128,AERO-00h13m10s_res1080_mu5400_sigma300_rate5419_aqOn.yuv,60,71,53,71,51.0,72,64,50,78,82,77,82.0,77,50,78,73,68,83,73,60,51,61,64,86,56,87,85,75,80,64,69,82,68,86,73,63,65,93,72,85,60.0,100,74,71.44186046511628,AERO-00h13m10s,1080p,5419,5400,On,True,1080p_5400,AERO-00h13m10s_res2160_mu100000_sigma0_rate100000_aqOn.yuv,71.38227389150913,72.6046511627907,72.70064080170002,1.1627906976744242,1.318366910190889
129,AERO-00h13m10s_res2160_mu3000_sigma300_rate2852_aqOff.yuv,49,41,44,63,38.0,31,36,40,63,46,76,58.0,74,37,35,57,55,47,6,43,44,37,44,59,34,40,80,45,50,53,42,52,45,65,46,35,32,65,52,67,42.0,63,56,48.53488372093023,AERO-00h13m10s,2160p,2852,3000,Off,True,2160p_3000,AERO-00h13m10s_res2160_mu100000_sigma0_rate100000_aqOn.yuv,49.46812367759105,72.6046511627907,72.70064080170002,24.06976744186047,23.232517124108966
130,AERO-00h13m10s_res2160_mu1000_sigma100_rate1006_aqOn.yuv,34,28,18,29,,31,1,38,33,26,30,39.0,50,36,10,31,12,26,2,35,30,16,28,41,28,32,50,26,41,5,16,17,41,48,38,34,16,3,43,22,37.0,14,27,27.666666666666668,AERO-00h13m10s,2160p,1006,1000,On,True,2160p_1000,AERO-00h13m10s_res2160_mu100000_sigma0_rate100000_aqOn.yuv,28.6517850571607,72.6046511627907,72.70064080170002,44.93798449612403,44.04885574453932
131,AERO-00h13m10s_res2160_mu11200_sigma300_rate11201_aqOn.yuv,76,100,56,76,,67,80,79,77,63,89,74.0,94,59,93,50,70,77,95,75,81,64,59,74,58,73,89,74,63,63,83,65,97,81,79,73,72,60,86,91,73.0,72,93,75.54761904761905,AERO-00h13m10s,2160p,11201,11200,On,True,2160p_11200,AERO-00h13m10s_res2160_mu100000_sigma0_rate100000_aqOn.yuv,74.22086166697542,72.6046511627907,72.70064080170002,-2.9429678848283487,-1.5202208652754052
132,AERO-00h13m10s_res720_mu1500_sigma100_rate1573_aqOff.yuv,76,61,43,54,49.0,40,42,37,70,67,61,54.0,56,44,4,34,42,49,47,78,38,39,42,60,43,58,64,46,61,39,46,53,70,62,61,37,68,67,62,59,39.0,56,40,51.58139534883721,AERO-00h13m10s,720p,1573,1500,Off,True,720p_1500,AERO-00h13m10s_res2160_mu100000_sigma0_rate100000_aqOn.yuv,51.97959846367356,72.6046511627907,72.70064080170002,21.02325581395349,20.721042338026457
133,BTFB-01h12m21s_res1080_mu500_sigma100_rate269_aqOn.yuv,49,1,7,21,5.0,17,6,72,18,36,34,29.0,43,30,25,19,9,11,2,23,1,2,12,23,60,48,19,22,28,2,14,13,8,33,13,18,9,9,13,33,20.0,3,27,20.627906976744185,BTFB-01h12m21s,1080p,269,500,On,True,1080p_500,BTFB-01h12m21s_res2160_mu100000_sigma0_rate100000_aqOn.yuv,21.290515463956044,71.18604651162791,71.24715615508329,50.55813953488372,49.95664069112725
134,BTFB-01h12m21s_res2160_mu3000_sigma300_rate3219_aqOff.yuv,86,74,45,71,70.0,58,38,45,70,70,97,71.0,85,49,75,49,58,80,66,71,74,49,72,50,66,78,78,53,65,71,61,66,96,82,85,68,70,48,81,97,52.0,90,81,68.86046511627907,BTFB-01h12m21s,2160p,3219,3000,Off,True,2160p_3000,BTFB-01h12m21s_res2160_mu100000_sigma0_rate100000_aqOn.yuv,67.63627420353383,71.18604651162791,71.24715615508329,2.3255813953488342,3.610881951549459
135,BTFB-01h12m21s_res720_mu1500_sigma100_rate1624_aqOn.yuv,50,61,48,48,55.0,71,46,84,78,70,64,67.0,68,59,32,54,60,82,49,56,61,60,45,75,60,77,49,56,61,54,46,58,64,77,91,60,69,61,62,58,43.0,68,63,60.93023255813954,BTFB-01h12m21s,720p,1624,1500,On,True,720p_1500,BTFB-01h12m21s_res2160_mu100000_sigma0_rate100000_aqOn.yuv,59.90317847698376,71.18604651162791,71.24715615508329,10.25581395348837,11.343977678099527
136,BTFB-01h12m21s_res600_mu800_sigma50_rate806_aqOn.yuv,75,61,32,60,,61,26,55,57,69,75,46.0,50,41,52,42,34,69,31,60,37,31,44,53,65,72,51,58,46,40,49,46,57,75,60,63,63,38,45,52,36.0,61,64,52.42857142857143,BTFB-01h12m21s,600p,806,800,On,True,600p_800,BTFB-01h12m21s_res2160_mu100000_sigma0_rate100000_aqOn.yuv,51.44381617445916,71.18604651162791,71.24715615508329,18.757475083056477,19.80333998062413
137,BTFB-01h12m21s_res2160_mu11200_sigma300_rate10755_aqOn.yuv,50,96,51,87,78.0,88,84,94,78,71,83,72.0,88,74,94,71,72,87,69,76,89,75,90,86,66,81,74,64,74,77,66,81,97,75,100,62,74,91,62,91,82.0,100,90,79.30232558139535,BTFB-01h12m21s,2160p,10755,11200,On,True,2160p_11200,BTFB-01h12m21s_res2160_mu100000_sigma0_rate100000_aqOn.yuv,77.39450616611936,71.18604651162791,71.24715615508329,-8.116279069767444,-6.1473500110360675
138,BTFB-01h12m21s_res1080_mu1200_sigma100_rate1238_aqOn.yuv,86,85,54,60,53.0,73,33,69,71,74,78,69.0,74,52,58,66,57,99,25,65,60,47,43,84,56,68,81,50,58,44,67,55,89,81,96,40,66,64,77,64,72.0,72,71,65.25581395348837,BTFB-01h12m21s,1080p,1238,1200,On,True,1080p_1200,BTFB-01h12m21s_res2160_mu100000_sigma0_rate100000_aqOn.yuv,64.42798049635108,71.18604651162791,71.24715615508329,5.9302325581395365,6.819175658732206
139,BTFB-01h12m21s_res2160_mu1000_sigma100_rate922_aqOn.yuv,71,25,15,54,8.0,32,24,32,27,45,82,43.0,71,42,31,31,30,58,10,42,36,29,34,12,48,36,51,39,61,45,40,36,15,73,40,45,16,23,31,46,37.0,5,41,37.48837209302326,BTFB-01h12m21s,2160p,922,1000,On,True,2160p_1000,BTFB-01h12m21s_res2160_mu100000_sigma0_rate100000_aqOn.yuv,39.41536944354389,71.18604651162791,71.24715615508329,33.69767441860465,31.8317867115394
140,BTFB-01h12m21s_res720_mu1500_sigma100_rate1624_aqOff.yuv,79,45,53,64,,56,48,55,79,46,79,62.0,60,31,50,51,49,76,57,58,50,61,58,99,63,82,46,70,59,70,62,57,69,38,83,64,58,51,70,76,59.0,78,54,61.30952380952381,BTFB-01h12m21s,720p,1624,1500,Off,True,720p_1500,BTFB-01h12m21s_res2160_mu100000_sigma0_rate100000_aqOn.yuv,60.76783240028385,71.18604651162791,71.24715615508329,9.876522702104097,10.479323754799438
141,BTFB-01h12m21s_res1080_mu5400_sigma300_rate4777_aqOn.yuv,81,73,43,71,75.0,79,74,96,78,63,74,60.0,81,66,82,72,94,92,51,76,51,69,76,86,60,74,78,61,73,68,66,73,84,79,64,60,76,74,75,94,68.0,93,64,73.18604651162791,BTFB-01h12m21s,1080p,4777,5400,On,True,1080p_5400,BTFB-01h12m21s_res2160_mu100000_sigma0_rate100000_aqOn.yuv,72.00064101345103,71.18604651162791,71.24715615508329,-2.0,-0.7534848583677416
142,BTFB-01h12m21s_res2160_mu3000_sigma300_rate3219_aqOn.yuv,81,67,54,77,49.0,61,60,50,64,51,89,72.0,87,43,83,77,46,91,67,75,76,60,66,80,60,64,83,69,65,57,75,37,89,87,86,46,74,82,73,79,49.0,82,66,68.5813953488372,BTFB-01h12m21s,2160p,3219,3000,On,True,2160p_3000,BTFB-01h12m21s_res2160_mu100000_sigma0_rate100000_aqOn.yuv,68.18368033331967,71.18604651162791,71.24715615508329,2.6046511627907023,3.0634758217636175
143,BTFB-01h12m21s_res2160_mu100000_sigma0_rate100000_aqOn.yuv,67,54,63,71,82.0,93,73,66,55,62,82,69.0,84,74,69,78,84,78,47,60,77,64,68,73,63,83,84,60,73,66,78,66,78,85,86,62,68,50,55,91,71.0,81,68,71.18604651162791,BTFB-01h12m21s,2160p,100000,100000,On,True,2160p_100000,BTFB-01h12m21s_res2160_mu100000_sigma0_rate100000_aqOn.yuv,71.24715615508329,71.18604651162791,71.24715615508329,0.0,0.0
144,BTFB-01h12m21s_res600_mu800_sigma50_rate806_aqOff.yuv,73,49,49,62,43.0,51,32,90,58,49,77,50.0,58,52,38,50,30,88,29,54,27,49,40,88,39,82,50,47,64,45,49,49,53,72,70,23,60,51,67,74,47.0,81,61,55.116279069767444,BTFB-01h12m21s,600p,806,800,Off,True,600p_800,BTFB-01h12m21s_res2160_mu100000_sigma0_rate100000_aqOn.yuv,53.74562765117385,71.18604651162791,71.24715615508329,16.069767441860463,17.50152850390944
145,BTFB-01h12m21s_res1080_mu1200_sigma100_rate1238_aqOff.yuv,83,94,50,66,,46,87,79,81,68,86,69.0,78,61,67,51,44,86,52,69,49,73,59,50,63,81,73,77,56,55,39,55,67,83,78,66,64,54,78,84,71.0,88,88,68.28571428571429,BTFB-01h12m21s,1080p,1238,1200,Off,True,1080p_1200,BTFB-01h12m21s_res2160_mu100000_sigma0_rate100000_aqOn.yuv,67.07385235549674,71.18604651162791,71.24715615508329,2.9003322259136155,4.173303799586549
146,HERO-00h02m40s_res2160_mu11200_sigma300_rate11398_aqOn.yuv,77,74,31,77,78.0,89,63,61,70,74,77,78.0,90,66,93,63,89,90,74,77,85,74,75,59,60,81,80,82,72,60,75,81,92,96,83,59,68,94,93,100,79.0,89,86,77.06976744186046,HERO-00h02m40s,2160p,11398,11200,On,True,2160p_11200,HERO-00h02m40s_res2160_mu100000_sigma0_rate100000_aqOn.yuv,76.74086521155738,74.33333333333333,72.64870282836539,-2.736434108527135,-4.09216238319199
147,HERO-00h02m40s_res2160_mu3000_sigma300_rate3089_aqOff.yuv,84,60,39,59,44.0,39,39,35,61,58,70,65.0,87,49,63,52,63,85,26,67,77,61,49,81,61,71,73,52,50,44,50,62,78,79,69,53,60,72,95,93,70.0,46,76,62.02325581395349,HERO-00h02m40s,2160p,3089,3000,Off,True,2160p_3000,HERO-00h02m40s_res2160_mu100000_sigma0_rate100000_aqOn.yuv,61.93381336831352,74.33333333333333,72.64870282836539,12.310077519379838,10.714889460051864
148,HERO-00h02m40s_res600_mu800_sigma50_rate831_aqOff.yuv,63,41,22,59,36.0,42,33,75,61,66,74,59.0,46,46,39,34,31,64,24,42,28,29,50,49,43,39,40,31,45,44,36,54,62,61,34,55,59,33,44,29,38.0,19,46,44.76744186046512,HERO-00h02m40s,600p,831,800,Off,True,600p_800,HERO-00h02m40s_res2160_mu100000_sigma0_rate100000_aqOn.yuv,43.9194259891186,74.33333333333333,72.64870282836539,29.56589147286821,28.729276839246786
149,HERO-00h02m40s_res2160_mu1000_sigma100_rate964_aqOn.yuv,66,33,27,52,,43,22,43,48,43,85,50.0,45,37,19,32,23,54,11,40,46,9,30,54,56,40,37,30,38,28,31,27,66,54,35,60,17,26,34,43,33.0,35,40,39.095238095238095,HERO-00h02m40s,2160p,964,1000,On,True,2160p_1000,HERO-00h02m40s_res2160_mu100000_sigma0_rate100000_aqOn.yuv,38.50560848643026,74.33333333333333,72.64870282836539,35.238095238095234,34.143094341935125
150,HERO-00h02m40s_res2160_mu100000_sigma0_rate100000_aqOn.yuv,87,89,46,51,,89,84,74,72,63,77,54.0,71,65,96,55,85,84,70,74,74,74,48,62,67,82,79,76,77,50,60,70,80,95,61,66,84,80,87,92,83.0,100,89,74.33333333333333,HERO-00h02m40s,2160p,100000,100000,On,True,2160p_100000,HERO-00h02m40s_res2160_mu100000_sigma0_rate100000_aqOn.yuv,72.64870282836539,74.33333333333333,72.64870282836539,0.0,0.0
151,HERO-00h02m40s_res600_mu800_sigma50_rate831_aqOn.yuv,68,35,41,44,29.0,44,34,33,51,71,74,50.0,74,50,26,42,17,49,42,56,26,38,38,61,37,61,41,34,61,41,27,54,44,30,34,36,29,29,42,55,40.0,46,23,43.18604651162791,HERO-00h02m40s,600p,831,800,On,True,600p_800,HERO-00h02m40s_res2160_mu100000_sigma0_rate100000_aqOn.yuv,43.95303619473041,74.33333333333333,72.64870282836539,31.14728682170542,28.69566663363498
152,HERO-00h02m40s_res1080_mu1200_sigma100_rate1179_aqOn.yuv,49,50,25,55,30.0,39,27,82,51,64,74,66.0,45,18,33,52,42,65,30,54,42,42,47,74,41,79,61,46,32,42,36,41,34,41,42,53,51,29,54,69,52.0,39,65,47.97674418604651,HERO-00h02m40s,1080p,1179,1200,On,True,1080p_1200,HERO-00h02m40s_res2160_mu100000_sigma0_rate100000_aqOn.yuv,46.70660067626958,74.33333333333333,72.64870282836539,26.35658914728682,25.942102152095806
153,HERO-00h02m40s_res1080_mu5400_sigma300_rate5608_aqOn.yuv,73,73,58,72,68.0,64,76,41,75,75,94,55.0,82,65,40,70,48,90,60,71,48,66,66,49,63,85,80,63,72,68,71,89,76,51,65,33,68,61,79,50,54.0,96,86,67.18604651162791,HERO-00h02m40s,1080p,5608,5400,On,True,1080p_5400,HERO-00h02m40s_res2160_mu100000_sigma0_rate100000_aqOn.yuv,67.58904265782908,74.33333333333333,72.64870282836539,7.147286821705421,5.059660170536304
154,HERO-00h02m40s_res720_mu1500_sigma100_rate1433_aqOff.yuv,67,67,38,46,18.0,60,30,56,74,65,81,,68,59,47,40,51,79,49,60,47,49,60,63,63,46,42,47,43,39,50,40,67,66,46,54,60,32,60,55,44.0,37,42,52.54761904761905,HERO-00h02m40s,720p,1433,1500,Off,True,720p_1500,HERO-00h02m40s_res2160_mu100000_sigma0_rate100000_aqOn.yuv,52.52290147715957,74.33333333333333,72.64870282836539,21.785714285714278,20.125801351205816
155,HERO-00h02m40s_res720_mu1500_sigma100_rate1433_aqOn.yuv,74,64,27,65,38.0,41,10,61,61,68,82,58.0,43,41,43,49,39,54,71,46,45,42,39,74,61,72,72,51,48,41,33,56,59,63,49,37,43,39,68,61,,38,36,51.476190476190474,HERO-00h02m40s,720p,1433,1500,On,True,720p_1500,HERO-00h02m40s_res2160_mu100000_sigma0_rate100000_aqOn.yuv,51.08580228134003,74.33333333333333,72.64870282836539,22.857142857142854,21.562900547025357
156,HERO-00h02m40s_res1080_mu1200_sigma100_rate1179_aqOff.yuv,67,49,7,51,26.0,32,28,38,51,62,92,68.0,49,49,26,29,20,65,50,65,25,41,41,65,36,54,38,37,36,47,40,50,45,57,15,36,43,25,77,43,46.0,32,24,43.651162790697676,HERO-00h02m40s,1080p,1179,1200,Off,True,1080p_1200,HERO-00h02m40s_res2160_mu100000_sigma0_rate100000_aqOn.yuv,43.45691289011785,74.33333333333333,72.64870282836539,30.682170542635653,29.19178993824754
157,HERO-00h02m40s_res2160_mu3000_sigma300_rate3089_aqOn.yuv,72,70,21,63,83.0,78,44,67,63,70,71,64.0,75,61,68,47,48,92,69,43,69,54,48,88,64,90,71,77,64,55,59,60,67,67,49,66,58,56,94,74,78.0,84,84,66.16279069767442,HERO-00h02m40s,2160p,3089,3000,On,True,2160p_3000,HERO-00h02m40s_res2160_mu100000_sigma0_rate100000_aqOn.yuv,65.05338770603093,74.33333333333333,72.64870282836539,8.170542635658904,7.595315122334455
158,HERO-00h02m40s_res1080_mu500_sigma100_rate580_aqOn.yuv,56,37,35,49,13.0,51,14,38,57,67,75,50.0,49,36,32,27,31,49,34,45,43,32,59,37,39,36,40,41,46,28,29,27,57,49,49,44,37,22,42,27,39.0,36,31,40.348837209302324,HERO-00h02m40s,1080p,580,500,On,True,1080p_500,HERO-00h02m40s_res2160_mu100000_sigma0_rate100000_aqOn.yuv,40.41890452991996,74.33333333333333,72.64870282836539,33.984496124031004,32.229798298445424
159,CHMA-302_res720_mu1500_sigma300_rate1113_aqOn.yuv,49,63,35,69,56.0,49,30,57,55,57,88,48.0,71,44,4,39,12,49,48,39,37,48,34,63,64,51,56,70,33,33,45,63,38,42,71,65,45,50,64,85,48.0,49,43,50.2093023255814,CHMA-302,720p,1113,1500,On,False,720p_1500,CHMA-302_res2160_mu100000_sigma0_rate100000_aqOn.yuv,51.13023432894075,80.06976744186046,79.35193657555729,29.860465116279066,28.221702246616537
160,CHMA-302_res1080_mu5400_sigma300_rate5415_aqOn.yuv,49,94,50,68,,89,48,38,78,74,90,62.0,81,64,46,73,63,86,68,58,100,45,47,100,73,95,86,75,76,75,61,87,74,75,81,59,78,55,92,95,59.0,99,83,72.5952380952381,CHMA-302,1080p,5415,5400,On,False,1080p_5400,CHMA-302_res2160_mu100000_sigma0_rate100000_aqOn.yuv,71.87092051165388,80.06976744186046,79.35193657555729,7.4745293466223615,7.481016063903411
161,CHMA-302_res2160_mu11200_sigma300_rate11021_aqOn.yuv,49,83,51,82,,87,73,69,81,78,84,80.0,93,70,72,67,52,84,86,65,84,57,84,84,49,90,91,86,80,60,86,84,95,79,77,56,78,78,85,97,56.0,100,87,76.88095238095238,CHMA-302,2160p,11021,11200,On,False,2160p_11200,CHMA-302_res2160_mu100000_sigma0_rate100000_aqOn.yuv,76.45553232534367,80.06976744186046,79.35193657555729,3.188815060908084,2.896404250213621
162,CHMA-302_res1080_mu1200_sigma100_rate962_aqOn.yuv,60,37,17,41,,43,40,37,33,68,77,46.0,72,31,9,48,36,38,10,62,41,42,62,66,41,78,42,45,42,42,42,45,33,80,59,69,65,63,59,58,48.0,66,39,48.38095238095238,CHMA-302,1080p,962,1200,On,False,1080p_1200,CHMA-302_res2160_mu100000_sigma0_rate100000_aqOn.yuv,47.74672428730416,80.06976744186046,79.35193657555729,31.688815060908084,31.605212288253128
163,CHMA-302_res2160_mu1000_sigma100_rate974_aqOn.yuv,28,26,5,32,16.0,15,27,27,35,49,31,61.0,35,32,16,15,20,49,6,38,10,15,47,16,43,45,61,39,34,20,18,18,55,23,67,48,2,13,27,34,10.0,3,33,28.930232558139537,CHMA-302,2160p,974,1000,On,False,2160p_1000,CHMA-302_res2160_mu100000_sigma0_rate100000_aqOn.yuv,30.14158487242925,80.06976744186046,79.35193657555729,51.13953488372093,49.21035170312804
164,CHMA-302_res2160_mu100000_sigma0_rate100000_aqOn.yuv,80,73,61,63,84.0,95,83,85,78,73,86,73.0,95,80,75,47,100,70,80,75,100,65,82,80,71,78,89,79,88,64,68,86,94,88,99,65,81,76,82,94,92.0,90,76,80.06976744186046,CHMA-302,2160p,100000,100000,On,False,2160p_100000,CHMA-302_res2160_mu100000_sigma0_rate100000_aqOn.yuv,79.35193657555729,80.06976744186046,79.35193657555729,0.0,0.0
165,CHMA-302_res600_mu800_sigma200_rate1053_aqOn.yuv,66,61,43,50,53.0,61,22,44,56,56,84,46.0,67,50,16,26,41,38,66,46,29,49,45,69,35,69,48,55,56,45,75,54,45,63,47,62,60,50,51,41,38.0,54,32,50.325581395348834,CHMA-302,600p,1053,800,On,False,600p_800,CHMA-302_res2160_mu100000_sigma0_rate100000_aqOn.yuv,50.91279728754797,80.06976744186046,79.35193657555729,29.74418604651163,28.439139288009322
166,CHMA-302_res2160_mu3000_sigma300_rate3401_aqOn.yuv,69,57,49,62,73.0,63,59,49,62,73,84,75.0,66,67,84,47,77,56,68,61,78,68,83,61,59,71,90,66,85,57,86,64,61,97,70,41,74,76,62,100,71.0,84,60,68.95348837209302,CHMA-302,2160p,3401,3000,On,False,2160p_3000,CHMA-302_res2160_mu100000_sigma0_rate100000_aqOn.yuv,69.54474417609933,80.06976744186046,79.35193657555729,11.116279069767444,9.80719239945796
167,CHMA-302_res1080_mu500_sigma100_rate629_aqOn.yuv,71,49,21,47,57.0,35,18,36,38,45,62,58.0,64,42,32,34,31,61,74,54,35,49,32,40,39,42,74,51,46,57,34,44,31,83,40,71,43,38,56,56,46.0,31,65,47.25581395348837,CHMA-302,1080p,629,500,On,False,1080p_500,CHMA-302_res2160_mu100000_sigma0_rate100000_aqOn.yuv,47.2752878862513,80.06976744186046,79.35193657555729,32.81395348837209,32.07664868930599
